Sum - 11,Data,,
key,S_1,S_2,Total Result
180246,1,1,2
180247,1,1,2
180248,1,1,2
180249,1,1,2
180250,1,1,2
180251,1,1,2
180252,1,1,2
180253,1,1,2
180254,1,1,2
180255,1,1,2
180256,1,1,2
180257,1,1,2
180258,1,1,2
180259,1,1,2
180260,1,1,2
180261,1,1,2
180262,1,1,2
180263,1,1,2
180264,1,1,2
180265,1,1,2
180266,1,1,2
180267,1,1,2
180268,1,,1
180269,1,1,2
180271,1,,1
180272,1,1,2
180273,1,1,2
180274,1,1,2
180275,1,1,2
180276,1,1,2
180278,1,1,2
180279,1,1,2
180280,1,1,2
180282,1,1,2
180283,1,1,2
180285,1,1,2
180286,1,1,2
180287,1,1,2
180289,1,1,2
180290,1,1,2
180291,1,1,2
180292,1,1,2
180295,1,1,2
180296,1,1,2
180297,1,1,2
180298,1,1,2
180299,1,1,2
180300,1,1,2
180301,1,1,2
180302,1,1,2
180303,1,1,2
180304,1,1,2
180305,1,1,2
180306,1,1,2
180307,1,1,2
180308,1,1,2
180309,1,1,2
180310,1,1,2
180311,1,1,2
180312,1,1,2
180313,1,1,2
180314,1,1,2
180315,1,1,2
180316,1,1,2
180317,1,1,2
180318,1,1,2
180319,1,1,2
180320,1,1,2
180321,1,1,2
180322,1,1,2
180323,1,1,2
180324,1,1,2
180325,1,1,2
180326,1,1,2
180327,1,1,2
180328,1,1,2
180330,1,1,2
180331,1,1,2
180332,1,1,2
180333,1,1,2
180334,1,1,2
180335,1,1,2
180336,1,1,2
180337,1,1,2
180338,1,1,2
180339,1,1,2
180340,1,1,2
180341,1,1,2
180342,1,1,2
180343,1,1,2
180344,1,1,2
180346,1,1,2
180347,1,1,2
180348,1,1,2
180349,1,1,2
180350,1,1,2
180351,1,1,2
180352,1,1,2
180353,1,1,2
180354,1,1,2
180355,1,1,2
180356,1,1,2
180358,1,1,2
180359,1,1,2
180360,1,,1
180361,1,1,2
180362,1,1,2
180363,1,1,2
180364,1,1,2
180365,1,1,2
180366,1,1,2
180367,1,1,2
180368,1,,1
180369,1,1,2
180370,1,1,2
180371,1,1,2
180372,1,1,2
180373,1,1,2
180374,1,1,2
180375,1,1,2
180376,1,1,2
180377,1,1,2
180378,1,1,2
180379,1,1,2
180380,1,1,2
180381,1,1,2
180382,1,1,2
180383,1,1,2
180384,1,,1
180385,1,1,2
180386,1,,1
180387,1,,1
180388,1,1,2
180389,1,1,2
180390,1,1,2
180391,1,1,2
180392,1,1,2
180393,1,1,2
180394,1,1,2
180395,1,1,2
180396,1,1,2
180397,1,1,2
180398,1,1,2
180399,1,1,2
180401,1,1,2
180402,1,1,2
180404,1,1,2
180405,1,1,2
180406,1,1,2
180407,1,1,2
180408,1,1,2
180409,1,1,2
180410,1,1,2
180411,1,1,2
180412,1,1,2
180413,1,1,2
180416,1,1,2
180417,1,1,2
180418,1,1,2
180419,1,1,2
180420,1,1,2
180421,1,1,2
180422,1,1,2
180423,1,1,2
180424,1,1,2
180425,1,1,2
180426,1,1,2
180427,1,1,2
180428,1,1,2
180429,1,1,2
180430,1,1,2
180431,1,1,2
180432,1,1,2
180433,1,1,2
180434,1,1,2
180435,1,1,2
180436,1,1,2
180437,1,1,2
180438,1,1,2
180439,1,1,2
180440,1,1,2
180441,1,1,2
180442,1,1,2
180443,1,1,2
180444,1,1,2
180445,1,1,2
180446,1,1,2
180447,1,1,2
180448,1,1,2
180449,1,1,2
180450,1,1,2
180451,1,1,2
180452,1,1,2
180453,1,1,2
180454,1,1,2
180455,1,1,2
180456,1,1,2
180457,1,1,2
180458,1,1,2
180459,1,1,2
180460,1,1,2
180461,1,1,2
180462,1,1,2
180463,1,1,2
180464,1,1,2
180474,1,1,2
180475,1,1,2
180476,1,1,2
180477,1,1,2
180478,1,1,2
180479,1,1,2
180480,1,1,2
180481,1,1,2
180482,1,1,2
180483,1,1,2
180484,1,1,2
180485,1,1,2
180486,1,1,2
180487,1,1,2
180488,1,1,2
180489,1,1,2
180490,1,1,2
180491,1,1,2
180492,1,1,2
180493,1,,1
180494,1,,1
180495,1,1,2
180496,1,1,2
180497,1,1,2
180498,1,1,2
180499,1,1,2
180500,1,1,2
180501,1,1,2
180502,1,1,2
180503,1,1,2
180504,1,1,2
180505,1,1,2
180506,1,1,2
180507,1,1,2
180508,1,1,2
180509,1,1,2
180510,1,1,2
180511,1,1,2
180512,1,1,2
180513,1,1,2
180514,1,1,2
180515,1,1,2
180516,1,1,2
180517,1,1,2
180518,1,1,2
180519,1,1,2
180520,1,1,2
180521,1,1,2
180522,1,1,2
180523,1,1,2
180524,1,1,2
180525,1,1,2
180526,1,1,2
180527,1,1,2
180528,1,1,2
180529,1,1,2
180530,1,1,2
180531,1,1,2
180532,1,1,2
180533,1,1,2
180534,1,1,2
180535,1,1,2
180536,1,1,2
180537,1,1,2
180538,1,1,2
180539,1,1,2
180540,1,1,2
180541,1,1,2
180542,1,1,2
180543,1,1,2
180544,1,1,2
180545,1,1,2
180546,1,1,2
180547,1,1,2
180548,1,1,2
180549,1,1,2
180550,1,1,2
180551,1,1,2
180552,1,1,2
180553,0,,0
180554,1,1,2
180555,1,,1
180556,1,,1
180557,1,1,2
180558,1,1,2
180559,1,1,2
180560,1,1,2
180561,1,1,2
180562,1,1,2
180563,1,1,2
180564,1,1,2
180565,1,1,2
180566,1,1,2
180567,1,1,2
180568,1,1,2
180569,1,1,2
180570,1,1,2
180571,1,1,2
180572,1,1,2
180573,1,1,2
180574,1,1,2
180575,1,1,2
180576,1,1,2
180577,1,1,2
180578,1,1,2
180579,1,1,2
180580,1,1,2
180581,1,1,2
180582,1,1,2
180583,1,1,2
180585,1,1,2
180586,1,1,2
180587,1,1,2
180588,1,1,2
180589,1,1,2
180590,1,1,2
180591,1,1,2
180592,1,1,2
180593,1,1,2
180594,1,1,2
180595,1,,1
180596,1,,1
180597,1,,1
180598,1,,1
180599,1,1,2
180600,1,1,2
180601,1,1,2
180602,1,1,2
180603,1,1,2
180604,1,1,2
180605,1,1,2
180606,1,1,2
180607,1,1,2
180608,1,1,2
180609,1,1,2
180610,1,1,2
180611,0,1,1
180612,1,1,2
180613,1,1,2
180614,1,,1
180615,1,,1
180616,1,,1
180617,1,,1
180618,1,,1
180619,1,,1
180620,1,,1
180621,1,,1
180622,1,,1
180623,1,,1
180624,1,,1
180625,1,,1
180626,1,1,2
180627,1,1,2
180628,1,1,2
180629,1,1,2
180630,1,,1
180631,1,,1
180632,1,,1
180633,1,,1
180634,1,,1
180635,1,,1
180636,1,1,2
180637,1,1,2
180638,1,,1
180639,1,,1
180640,1,,1
180641,1,,1
180642,1,,1
180643,1,,1
180644,1,,1
180645,1,,1
180646,1,,1
180647,1,,1
180648,1,,1
180649,1,,1
180650,1,,1
180651,1,,1
180652,1,,1
180653,1,,1
180654,1,,1
180655,1,,1
180656,1,,1
180657,1,,1
180658,1,,1
180659,1,1,2
180660,1,1,2
180661,1,1,2
180662,1,1,2
180663,1,1,2
180664,1,1,2
180665,1,1,2
180666,1,1,2
180667,1,1,2
180668,1,1,2
180669,1,1,2
180670,1,1,2
180671,1,1,2
180672,1,1,2
180673,1,1,2
180674,1,1,2
180675,1,1,2
180676,1,1,2
180677,1,1,2
180678,1,1,2
180679,1,1,2
180680,1,1,2
180681,1,1,2
180682,1,1,2
180683,1,1,2
180684,1,1,2
180686,1,1,2
180688,1,1,2
180689,1,1,2
180690,1,1,2
180691,1,1,2
180692,1,,1
180693,1,1,2
180694,1,1,2
180695,1,,1
180696,1,1,2
180697,1,1,2
180698,1,,1
180699,1,1,2
180700,1,1,2
180702,1,,1
180703,1,,1
180704,1,,1
180705,1,,1
180706,1,,1
180707,1,,1
180709,1,,1
180710,1,1,2
180711,1,1,2
180712,1,,1
180713,1,,1
180714,1,,1
180715,1,,1
180716,1,,1
180717,0,,0
180718,0,,0
180719,1,,1
180720,1,,1
180721,1,1,2
180722,1,1,2
180723,1,1,2
180724,1,1,2
180725,1,1,2
180726,1,,1
180727,1,1,2
180728,1,1,2
180729,1,1,2
180730,1,,1
180731,1,1,2
180732,1,1,2
180733,1,1,2
180734,1,1,2
180735,1,1,2
180736,1,1,2
180737,1,1,2
180738,1,1,2
180739,1,1,2
180740,1,1,2
180741,1,1,2
180742,1,1,2
180743,1,1,2
180744,1,1,2
180745,1,1,2
180746,1,1,2
180747,1,1,2
180748,1,,1
180749,1,,1
180750,1,1,2
180751,1,,1
180752,1,,1
180753,1,1,2
180754,1,,1
180755,1,,1
180756,1,1,2
180757,1,1,2
180758,1,1,2
180759,1,1,2
180760,1,1,2
180761,1,1,2
180763,1,1,2
180764,1,1,2
180765,1,1,2
180766,1,1,2
180767,1,1,2
180768,1,1,2
180769,1,1,2
180770,1,1,2
180771,1,1,2
180772,1,1,2
180773,1,1,2
180774,1,1,2
180775,1,1,2
180776,1,1,2
180777,1,1,2
180778,1,1,2
180779,1,1,2
180780,1,1,2
180781,1,1,2
180782,1,1,2
180783,1,1,2
180784,1,1,2
180785,1,1,2
180786,1,1,2
180787,1,1,2
180788,1,1,2
180789,1,1,2
180790,1,1,2
180791,1,1,2
180792,1,1,2
180793,1,1,2
180794,1,1,2
180795,1,1,2
180796,1,1,2
180797,1,1,2
180798,1,1,2
180799,1,1,2
180800,1,1,2
180801,1,1,2
180802,1,1,2
180803,1,1,2
180804,1,1,2
180805,1,1,2
180806,1,1,2
180807,1,1,2
180808,1,1,2
180809,1,1,2
180810,1,1,2
180811,1,1,2
180812,1,1,2
180813,1,1,2
180814,1,1,2
180815,1,1,2
180816,1,1,2
180817,1,1,2
180818,1,1,2
180819,1,1,2
180820,1,1,2
180821,1,1,2
180822,1,1,2
180823,1,1,2
180824,1,1,2
180825,1,1,2
180826,1,1,2
180827,1,1,2
180828,1,1,2
180829,1,1,2
180830,1,1,2
180831,1,1,2
180832,1,1,2
180833,1,1,2
180834,1,1,2
180835,1,1,2
180836,1,1,2
180837,1,1,2
180838,1,1,2
180839,1,1,2
180840,1,1,2
180841,1,1,2
180842,1,1,2
180843,1,1,2
180844,1,1,2
180845,1,1,2
180846,1,,1
180847,1,,1
180848,0,,0
180849,1,1,2
180850,1,1,2
180851,1,1,2
180852,1,1,2
180853,1,1,2
180854,1,1,2
180855,1,1,2
180856,1,1,2
180857,1,1,2
180858,1,1,2
180859,1,1,2
180860,1,1,2
180861,1,1,2
180862,1,1,2
180863,1,,1
180864,1,,1
180865,1,,1
180866,1,,1
180867,1,,1
180868,1,,1
180869,1,,1
180870,1,,1
180871,1,1,2
180872,1,1,2
180873,1,1,2
180874,1,1,2
180875,1,1,2
180876,1,1,2
180877,1,1,2
180878,1,1,2
180879,1,1,2
180880,1,1,2
180881,1,1,2
180882,1,1,2
180883,1,1,2
180884,1,1,2
180885,1,1,2
180886,1,1,2
180887,1,1,2
180888,1,,1
180889,1,1,2
180890,1,1,2
180891,1,1,2
180892,1,1,2
180893,1,1,2
180894,1,1,2
180895,1,1,2
180896,1,1,2
180897,1,1,2
180898,1,1,2
180899,1,1,2
180900,1,1,2
180901,1,1,2
180902,1,1,2
180903,1,1,2
180904,1,1,2
180905,1,1,2
180906,1,1,2
180907,1,1,2
180908,1,1,2
180909,1,1,2
180910,1,1,2
180911,1,,1
180912,1,1,2
180913,1,1,2
180914,1,1,2
180915,1,1,2
180916,1,1,2
180917,1,1,2
180918,1,1,2
180919,1,1,2
180920,1,1,2
180921,1,1,2
180922,1,1,2
180923,1,1,2
180924,1,1,2
180925,1,1,2
180926,1,1,2
180927,1,1,2
180928,1,1,2
180929,1,1,2
180930,1,1,2
180931,1,1,2
180932,1,1,2
180933,1,1,2
180934,1,1,2
180935,1,1,2
180936,1,1,2
180937,1,1,2
180938,1,1,2
180939,1,1,2
180940,1,1,2
180941,1,1,2
180942,1,1,2
180943,1,1,2
180944,1,1,2
180945,1,1,2
180946,1,1,2
180947,1,1,2
180948,1,1,2
180949,1,1,2
180950,1,1,2
180951,1,1,2
180952,1,1,2
180953,1,1,2
180954,1,1,2
180955,1,1,2
180956,1,1,2
180957,1,1,2
180958,1,1,2
180959,1,1,2
180960,1,1,2
180961,1,1,2
180974,1,1,2
180975,1,1,2
180976,1,1,2
180977,1,1,2
180978,1,1,2
180979,1,1,2
180980,1,1,2
180981,1,1,2
180982,1,1,2
180983,1,1,2
180984,1,1,2
180985,1,1,2
180986,1,1,2
180987,1,1,2
180988,1,1,2
180989,1,1,2
180990,1,1,2
180991,1,1,2
180992,1,1,2
180993,1,1,2
180994,1,1,2
180995,1,1,2
180996,1,1,2
180997,1,1,2
180998,1,1,2
180999,1,1,2
181000,1,1,2
181001,1,1,2
181002,1,1,2
181003,1,1,2
181004,1,1,2
181005,1,1,2
181006,1,1,2
181007,1,1,2
181008,1,1,2
181009,1,1,2
181010,1,1,2
181011,1,1,2
181012,1,1,2
181013,1,1,2
181014,1,1,2
181015,1,1,2
181016,1,1,2
181017,1,1,2
181018,1,1,2
181019,1,1,2
181020,1,1,2
181021,1,1,2
181022,1,1,2
181023,1,1,2
181024,1,1,2
181025,1,1,2
181026,1,1,2
181027,1,1,2
181028,1,,1
181029,1,,1
181030,1,,1
181031,1,1,2
181032,1,,1
181033,1,1,2
181034,1,1,2
181035,1,1,2
181037,1,,1
181038,1,,1
181039,1,1,2
181040,1,1,2
181041,1,1,2
181042,1,,1
181043,1,,1
181044,1,1,2
181045,1,1,2
181046,1,,1
181047,1,1,2
181048,1,1,2
181049,1,,1
181050,1,1,2
181051,1,1,2
181052,1,1,2
181053,1,1,2
181054,1,1,2
181055,1,1,2
181056,1,1,2
181057,1,1,2
181058,1,1,2
181059,1,1,2
181060,1,,1
181061,1,,1
181062,1,,1
181063,1,,1
181064,1,1,2
181065,1,1,2
181066,1,,1
181067,1,1,2
181068,1,1,2
181069,1,1,2
181070,1,1,2
181071,1,1,2
181072,1,1,2
181073,1,1,2
181074,1,1,2
181075,1,1,2
181076,1,1,2
181077,1,1,2
181078,1,1,2
181079,1,1,2
181080,1,1,2
181081,1,1,2
181082,1,1,2
181083,1,1,2
181084,1,1,2
181085,1,1,2
181086,1,1,2
181087,1,1,2
181088,1,1,2
181089,1,1,2
181090,1,1,2
181091,1,1,2
181092,1,1,2
181093,1,1,2
181094,1,1,2
181095,1,1,2
181096,1,1,2
181097,1,1,2
181098,1,1,2
181099,1,1,2
181100,1,1,2
181101,1,1,2
181102,1,1,2
181103,1,1,2
181104,1,1,2
181105,1,1,2
181106,1,1,2
181107,1,1,2
181108,1,1,2
181109,1,1,2
181110,1,1,2
181111,1,,1
181112,1,,1
181113,1,1,2
181114,1,,1
181115,1,,1
181116,1,1,2
181117,1,1,2
181118,1,1,2
181119,1,1,2
181120,1,1,2
181121,1,1,2
181122,1,1,2
181123,1,1,2
181124,1,1,2
181125,1,1,2
181126,1,1,2
181127,1,1,2
181128,1,1,2
181129,1,1,2
181130,1,1,2
181131,1,1,2
181132,1,1,2
181133,1,1,2
181134,1,,1
181135,1,,1
181136,1,,1
181137,1,,1
181138,1,,1
181139,1,1,2
181140,1,1,2
181141,1,,1
181142,1,,1
181143,1,,1
181144,1,,1
181145,1,,1
181146,1,,1
181147,1,1,2
181148,1,1,2
181149,1,1,2
181150,1,1,2
181151,1,1,2
181152,1,1,2
181153,1,1,2
181154,1,1,2
181155,1,1,2
181156,1,1,2
181157,1,1,2
181158,1,1,2
181159,1,1,2
181160,1,1,2
181161,1,1,2
181162,1,1,2
181163,1,1,2
181164,1,1,2
181165,1,1,2
181166,1,1,2
181167,1,1,2
181168,1,1,2
181169,1,1,2
181170,1,1,2
181171,1,1,2
181175,1,1,2
181176,1,1,2
181177,1,1,2
181178,1,1,2
181179,1,1,2
181180,1,1,2
181181,1,,1
181182,1,,1
181183,1,,1
181184,1,,1
181185,1,1,2
181186,1,1,2
181187,1,1,2
181188,1,1,2
181189,1,1,2
181190,1,1,2
181191,1,1,2
181192,1,1,2
181193,1,1,2
181194,1,1,2
181195,1,1,2
181196,1,,1
181197,1,1,2
181198,1,1,2
181199,1,1,2
181200,1,1,2
181201,1,1,2
181202,1,,1
181203,1,1,2
181204,1,1,2
181205,1,1,2
181206,1,1,2
181207,1,1,2
181208,1,1,2
181209,1,1,2
181210,1,1,2
181211,1,1,2
181212,1,1,2
181213,1,1,2
181214,1,1,2
181215,1,1,2
181216,1,1,2
181217,1,1,2
181218,1,1,2
181219,1,1,2
181220,1,1,2
181221,1,1,2
181222,1,1,2
181223,1,1,2
181224,1,1,2
181225,1,1,2
181226,1,1,2
181227,1,1,2
181228,1,1,2
181229,1,1,2
181230,1,1,2
181231,1,1,2
181232,1,1,2
181233,1,1,2
181234,1,1,2
181235,1,1,2
181236,1,1,2
181237,1,,1
181238,1,1,2
181239,1,1,2
181240,1,1,2
181241,1,1,2
181243,1,1,2
181244,1,1,2
181245,1,1,2
181246,1,1,2
181247,1,1,2
181248,1,1,2
181249,1,1,2
181250,1,1,2
181251,1,1,2
181252,1,1,2
181253,1,1,2
181254,1,1,2
181255,1,1,2
181256,1,1,2
181257,1,1,2
181258,1,1,2
181259,1,1,2
181260,1,1,2
181261,1,1,2
181262,1,1,2
181263,1,1,2
181264,1,1,2
181265,1,1,2
181266,1,1,2
181267,1,1,2
181268,1,1,2
181269,1,1,2
181270,1,1,2
181271,1,1,2
181272,1,1,2
181273,1,1,2
181274,1,1,2
181275,1,1,2
181276,1,1,2
181277,1,1,2
181278,1,1,2
181279,1,1,2
181280,1,1,2
181281,1,1,2
181282,1,1,2
181283,1,1,2
181284,1,1,2
181285,1,1,2
181286,1,1,2
181287,1,1,2
181288,1,1,2
181289,1,1,2
181290,1,1,2
181291,1,1,2
181292,1,1,2
181293,1,1,2
181294,1,1,2
181295,1,1,2
181296,1,1,2
181297,1,1,2
181299,1,1,2
181300,1,1,2
181301,1,1,2
181302,1,1,2
181303,1,1,2
181304,1,1,2
181305,1,1,2
181306,1,1,2
181307,1,1,2
181308,1,1,2
181309,1,1,2
181310,1,1,2
181311,1,1,2
181312,1,1,2
181313,1,1,2
181314,1,1,2
181315,1,1,2
181316,1,1,2
181317,1,1,2
181318,1,1,2
181319,1,1,2
181320,1,1,2
181321,1,1,2
181322,1,1,2
181323,1,1,2
181324,1,1,2
181325,1,1,2
181326,1,1,2
181327,1,1,2
181328,1,1,2
181329,1,1,2
181330,1,1,2
181331,1,1,2
181332,1,1,2
181333,1,1,2
181334,1,1,2
181335,1,1,2
181336,1,1,2
181337,1,1,2
181338,1,1,2
181339,1,1,2
181340,1,1,2
181341,1,1,2
181342,1,1,2
181343,1,1,2
181344,1,1,2
181345,1,1,2
181346,1,1,2
181347,1,1,2
181348,1,1,2
181349,1,1,2
181350,1,1,2
181351,1,1,2
181352,1,1,2
181353,1,1,2
181354,1,1,2
181355,1,1,2
181356,1,1,2
181357,1,1,2
181358,1,1,2
181359,1,1,2
181360,1,1,2
181361,1,1,2
181362,1,1,2
181363,1,1,2
181364,1,,1
181365,1,1,2
181366,1,1,2
181367,1,1,2
181368,1,1,2
181369,1,1,2
181370,1,1,2
181371,1,1,2
181372,1,1,2
181373,1,1,2
181374,1,1,2
181375,1,1,2
181376,1,1,2
181377,1,1,2
181378,1,1,2
181380,1,1,2
181381,1,1,2
181382,1,1,2
181383,1,1,2
181384,1,1,2
181385,1,1,2
181386,1,,1
181387,1,,1
181388,1,1,2
181389,1,1,2
181390,1,1,2
181391,1,1,2
181392,1,1,2
181393,1,1,2
181394,1,1,2
181396,1,1,2
181397,1,1,2
181398,1,1,2
181399,1,1,2
181400,1,1,2
181401,1,1,2
181402,1,1,2
181403,1,1,2
181404,1,1,2
181405,1,1,2
181406,1,1,2
181407,1,1,2
181408,1,1,2
181409,1,1,2
181410,1,,1
181411,1,1,2
181412,1,1,2
181413,1,1,2
181414,1,1,2
181415,1,1,2
181416,1,,1
181417,1,,1
181418,1,,1
181419,1,1,2
181420,1,,1
181421,1,,1
181422,1,,1
181423,1,,1
181424,1,,1
181425,1,,1
181426,1,,1
181427,1,1,2
181428,1,,1
181429,1,,1
181430,1,1,2
181431,1,1,2
181432,1,1,2
181433,1,1,2
181434,1,1,2
181435,1,1,2
181436,1,1,2
181437,1,,1
181438,1,,1
181439,1,,1
181440,1,,1
181441,1,,1
181442,1,,1
181443,1,,1
181444,1,1,2
181445,1,1,2
181446,1,1,2
181447,1,1,2
181448,1,1,2
181449,1,1,2
181450,1,1,2
181451,1,1,2
181452,1,1,2
181453,1,1,2
181454,1,1,2
181455,1,1,2
181456,1,1,2
181457,1,1,2
181458,1,1,2
181459,1,1,2
181460,1,1,2
181461,1,1,2
181462,1,1,2
181463,1,1,2
181464,1,1,2
181465,1,1,2
181466,1,1,2
181467,1,1,2
181468,1,1,2
181469,1,1,2
181470,1,1,2
181471,1,1,2
181472,1,,1
181473,1,1,2
181474,1,,1
181475,1,1,2
181476,1,1,2
181477,1,1,2
181478,1,1,2
181479,1,1,2
181480,1,1,2
181481,1,1,2
181482,1,1,2
181483,1,1,2
181484,1,1,2
181485,1,1,2
181486,1,1,2
181487,1,1,2
181488,1,1,2
181489,1,1,2
181490,1,1,2
181491,1,1,2
181492,1,1,2
181493,1,,1
181494,1,1,2
181495,1,,1
181496,1,1,2
181497,1,,1
181498,1,,1
181499,1,1,2
181500,1,1,2
181501,1,1,2
181502,1,1,2
181503,1,1,2
181504,1,1,2
181505,1,,1
181506,1,,1
181507,1,1,2
181508,1,,1
181509,1,1,2
181510,1,1,2
181511,1,1,2
181512,1,1,2
181513,1,1,2
181514,1,1,2
181515,1,1,2
181516,1,1,2
181517,1,1,2
181518,1,1,2
181519,1,1,2
181520,1,1,2
181521,1,1,2
181522,1,1,2
181523,1,1,2
181524,1,1,2
181525,1,1,2
181526,1,1,2
181527,1,1,2
181528,1,1,2
181529,1,1,2
181530,1,1,2
181531,1,1,2
181532,1,1,2
181533,1,1,2
181534,1,1,2
181535,1,1,2
181536,1,1,2
181537,1,1,2
181538,1,1,2
181539,1,1,2
181540,1,1,2
181541,1,1,2
181542,1,1,2
181543,1,1,2
181544,1,1,2
181545,1,1,2
181546,1,1,2
181547,1,1,2
181548,1,1,2
181549,1,1,2
181550,1,1,2
181551,1,1,2
181552,1,1,2
181553,1,1,2
181554,1,1,2
181555,1,1,2
181556,1,1,2
181557,1,1,2
181558,1,1,2
181559,1,1,2
181560,1,1,2
181561,1,1,2
181562,1,1,2
181563,1,1,2
181564,1,1,2
181565,1,1,2
181566,1,1,2
181567,1,1,2
181568,1,1,2
181569,0,,0
181570,1,1,2
181571,1,1,2
181572,1,1,2
181573,1,1,2
181574,1,1,2
181575,1,1,2
181576,1,1,2
181577,1,1,2
181578,1,1,2
181579,1,1,2
181580,1,1,2
181581,1,1,2
181582,1,1,2
181583,1,1,2
181584,1,1,2
181585,1,1,2
181586,1,1,2
181587,1,1,2
181588,1,1,2
181589,1,1,2
181590,1,1,2
181591,1,1,2
181592,1,1,2
181593,1,,1
181594,1,,1
181595,1,,1
181596,1,,1
181597,1,,1
181598,1,,1
181599,1,,1
181600,1,,1
181601,1,,1
181602,1,1,2
181603,1,1,2
181604,1,1,2
181605,1,1,2
181606,1,1,2
181607,1,1,2
181608,1,1,2
181609,1,1,2
181610,1,1,2
181611,1,1,2
181612,1,1,2
181613,1,1,2
181614,1,1,2
181615,1,1,2
181616,1,1,2
181617,1,1,2
181618,1,1,2
181619,1,1,2
181620,1,1,2
181621,1,1,2
181622,1,1,2
181623,1,1,2
181624,1,1,2
181625,1,1,2
181626,1,1,2
181627,1,1,2
181628,1,1,2
181629,1,1,2
181630,1,1,2
181631,1,1,2
181632,1,1,2
181633,1,1,2
181634,1,1,2
181635,1,1,2
181636,1,1,2
181637,1,1,2
181638,1,1,2
181639,1,1,2
181640,1,1,2
181641,1,1,2
181642,1,1,2
181643,1,1,2
181644,1,1,2
181645,1,1,2
181646,1,1,2
181647,1,1,2
181648,1,1,2
181649,1,1,2
181650,1,1,2
181651,1,1,2
181652,1,1,2
181653,1,1,2
181654,1,1,2
181655,1,1,2
181656,1,1,2
181657,1,1,2
181658,1,1,2
181659,1,1,2
181660,1,1,2
181661,1,1,2
181662,1,1,2
181663,1,1,2
181664,1,1,2
181665,1,1,2
181666,1,1,2
181667,1,1,2
181668,1,1,2
181669,1,1,2
181670,1,1,2
181671,1,1,2
181672,1,1,2
181673,1,1,2
181674,1,1,2
181675,1,1,2
181676,1,1,2
181677,1,1,2
181678,1,1,2
181679,1,1,2
181680,1,1,2
181681,1,1,2
181682,1,1,2
181683,1,1,2
181684,1,1,2
181685,1,1,2
181686,1,1,2
181687,1,1,2
181688,1,1,2
181689,1,1,2
181690,1,1,2
181691,1,1,2
181692,1,1,2
181693,1,1,2
181694,1,1,2
181695,1,1,2
181696,1,,1
181697,1,,1
181698,1,1,2
181699,1,1,2
181700,1,1,2
181701,1,1,2
181702,1,1,2
181703,1,1,2
181704,1,1,2
181705,1,,1
181706,1,,1
181707,1,,1
181708,1,,1
181709,1,1,2
181710,1,1,2
181711,1,1,2
181712,1,1,2
181713,1,1,2
181714,1,1,2
181715,1,1,2
181716,1,1,2
181717,1,1,2
181718,1,1,2
181719,1,1,2
181720,1,1,2
181721,1,1,2
181722,1,1,2
181723,1,1,2
181724,1,1,2
181725,1,1,2
181726,0,,0
181727,1,1,2
181728,1,1,2
181729,1,1,2
181730,1,,1
181731,1,1,2
181732,1,1,2
181733,1,,1
181734,1,1,2
181735,1,1,2
181736,1,1,2
181737,1,1,2
181738,1,1,2
181739,1,1,2
181740,1,1,2
181741,1,1,2
181742,1,1,2
181743,1,1,2
181744,1,1,2
181745,1,1,2
181746,1,1,2
181747,1,1,2
181748,1,1,2
181749,1,1,2
181750,1,1,2
181751,1,1,2
181752,1,1,2
181753,1,1,2
181754,1,1,2
181755,1,1,2
181756,1,1,2
181757,1,1,2
181758,1,1,2
181759,1,1,2
181760,1,1,2
181761,1,1,2
181762,1,1,2
181763,1,1,2
181764,1,1,2
181765,1,1,2
181766,1,1,2
181767,1,1,2
181768,1,1,2
181769,1,1,2
181770,1,1,2
181771,1,1,2
181772,1,1,2
181773,1,1,2
181774,1,1,2
181775,1,1,2
181776,1,1,2
181777,1,1,2
181778,1,1,2
181779,1,1,2
181780,1,1,2
181781,1,1,2
181782,1,1,2
181783,1,1,2
181784,1,1,2
181785,1,1,2
181786,1,1,2
181787,1,1,2
181788,1,1,2
181789,1,1,2
181790,1,1,2
181791,1,1,2
181792,1,1,2
181793,1,1,2
181794,1,1,2
181795,1,1,2
181796,1,1,2
181797,1,1,2
181798,1,1,2
181799,1,1,2
181800,1,1,2
181801,1,1,2
181802,1,1,2
181803,1,1,2
181804,1,1,2
181805,1,1,2
181806,1,1,2
181807,1,1,2
181808,1,1,2
181809,1,1,2
181810,1,1,2
181811,1,1,2
181812,1,1,2
181813,1,1,2
181814,1,1,2
181815,1,1,2
181816,1,1,2
181817,1,1,2
181818,1,1,2
181819,1,1,2
181820,1,1,2
181821,1,1,2
181822,1,1,2
181823,1,1,2
181824,1,1,2
181825,1,1,2
181826,1,1,2
181827,1,1,2
181828,1,1,2
181829,1,1,2
181830,1,1,2
181831,1,1,2
181832,1,1,2
181833,1,1,2
181834,1,1,2
181835,1,1,2
181836,1,1,2
181837,1,1,2
181838,1,1,2
181839,1,1,2
181840,1,1,2
181841,1,1,2
181865,1,1,2
181866,1,1,2
181867,1,1,2
181868,1,1,2
181869,1,1,2
181870,1,1,2
181871,1,1,2
181872,1,1,2
181873,1,1,2
181874,1,1,2
181875,1,1,2
181876,1,1,2
181877,1,1,2
181878,1,1,2
181879,1,1,2
181880,1,1,2
181881,1,1,2
181882,1,1,2
181883,1,1,2
181884,1,1,2
181885,1,1,2
181886,1,1,2
181887,1,1,2
181888,1,1,2
181889,1,1,2
